gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Female,0,Yes,No,58,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer,88.65,5141.7,Yes
Female,0,Yes,Yes,66,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer,38.46,2538.36,Yes
Male,0,No,No,60,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer,108.05,6483.0,Yes
Male,0,No,No,37,Yes,No,Fiber optic,No,No,Yes,Yes,No,No internet service,One year,No,Electronic check,80.61,2982.57,No
Male,0,Yes,No,7,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Two year,No,Mailed check,65.17,456.19,No
Female,0,No,No,64,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,70.05,4483.2,No
Male,0,Yes,Yes,4,Yes,Yes,Fiber optic,No,Yes,No internet service,No,No internet service,Yes,One year,No,Mailed check,116.39,465.56,Yes
Female,0,Yes,No,42,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,21.11,886.62,Yes
Female,0,No,No,59,Yes,Yes,Fiber optic,No,No,No,No internet service,No,No,Month-to-month,Yes,Credit card,95.02,5606.18,Yes
Male,0,No,No,25,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,96.21,2405.25,Yes
Female,0,No,No,10,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,No,Electronic check,29.53,295.3,No
Female,0,Yes,No,33,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,116.62,3848.46,Yes
Female,0,Yes,No,1,Yes,Yes,Fiber optic,No internet service,Yes,No,Yes,Yes,No,One year,No,Bank transfer,69.55,69.55,No
Female,0,Yes,No,20,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer,91.52,1830.4,Yes
Male,0,No,Yes,25,Yes,No,No,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,62.65,1566.25,No
Male,0,Yes,No,4,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,51.67,206.68,Yes
Female,0,No,No,8,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,Yes,Mailed check,77.0,616.0,No
Female,0,Yes,Yes,49,Yes,Yes,DSL,No,Yes,No,No,No,No internet service,Month-to-month,Yes,Bank transfer,109.21,5351.29,Yes
Male,0,Yes,No,9,No,No,No,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,84.02,756.18,Yes
Female,0,No,Yes,57,Yes,Yes,Fiber optic,No internet service,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card,85.3,4862.1,No
Male,0,No,Yes,9,Yes,No,DSL,No,No,No,No,No,No,One year,No,Credit card,51.66,464.94,No
Female,1,Yes,No,35,Yes,Yes,DSL,No,No,Yes,No,No,Yes,One year,No,Mailed check,43.42,1519.7,No
Female,0,No,No,55,Yes,Yes,DSL,No,No,No internet service,Yes,No,No,Month-to-month,No,Bank transfer,82.8,4554.0,Yes
Male,0,Yes,Yes,61,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Credit card,34.6,2110.6,No
Male,0,Yes,No,36,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card,64.65,2327.4,Yes
Male,0,No,No,40,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer,44.98,1799.2,Yes
Male,0,No,Yes,47,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer,90.57,4256.79,Yes
Female,0,No,No,21,Yes,No,DSL,No internet service,No,No internet service,No,No,Yes,Month-to-month,Yes,Electronic check,73.52,1543.92,Yes
Male,0,No,No,60,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,30.03,1801.8,Yes
Female,0,No,No,47,Yes,Yes,DSL,No,No,No,No internet service,Yes,Yes,One year,No,Bank transfer,75.99,3571.53,No
Male,0,No,Yes,63,Yes,No,Fiber optic,No,No internet service,No,No,No,Yes,Month-to-month,Yes,Mailed check,80.16,5050.08,Yes
Male,0,Yes,No,36,Yes,No,Fiber optic,Yes,No internet service,Yes,No,Yes,No,One year,No,Mailed check,49.07,1766.52,No
Female,0,No,Yes,40,Yes,Yes,DSL,No internet service,No,No,No,No internet service,No,One year,Yes,Credit card,53.09,2123.6,No
Male,0,No,Yes,4,Yes,Yes,DSL,No,No,No,No,Yes,No,Two year,Yes,Mailed check,107.48,429.92,Yes
Male,1,Yes,No,51,Yes,Yes,DSL,No,No,Yes,No,No internet service,Yes,Month-to-month,Yes,Mailed check,31.18,1590.18,Yes
Male,0,Yes,Yes,16,Yes,No,Fiber optic,Yes,No internet service,No,No,No internet service,No,Two year,Yes,Mailed check,116.8,1868.8,Yes
Male,0,Yes,Yes,61,Yes,No,DSL,No internet service,No,No,No,No,Yes,Two year,Yes,Credit card,41.38,2524.18,No
Female,0,No,No,51,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer,44.18,2253.18,Yes
Female,0,Yes,No,19,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Credit card,59.11,1123.09,No
Male,0,No,Yes,15,Yes,No phone service,Fiber optic,Yes,No internet service,No internet service,No internet service,No,Yes,One year,Yes,Bank transfer,114.8,1722.0,No
Male,1,Yes,No,6,Yes,No phone service,Fiber optic,Yes,No internet service,No,No,No,Yes,Two year,Yes,Credit card,109.59,657.54,Yes
Male,0,Yes,Yes,65,Yes,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card,94.66,6152.9,Yes
Female,1,No,No,11,Yes,No,Fiber optic,No,No,No,No,Yes,No internet service,Month-to-month,No,Bank transfer,99.47,1094.17,Yes
Female,0,No,Yes,42,Yes,Yes,Fiber optic,No,No,No,No internet service,No,Yes,One year,Yes,Electronic check,72.17,3031.14,No
Female,0,Yes,No,39,Yes,Yes,Fiber optic,No,No internet service,No,No,No,No,Month-to-month,Yes,Electronic check,110.5,4309.5,Yes
Female,1,Yes,No,0,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,32.73,0.0,Yes
Male,0,No,Yes,57,No,Yes,Fiber optic,No,No,No internet service,No,No,Yes,Two year,No,Bank transfer,74.2,4229.4,No
Male,0,No,No,2,Yes,Yes,Fiber optic,Yes,No,No,No internet service,Yes,No,One year,No,Credit card,102.15,204.3,No
Male,0,No,No,7,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No,No,No,One year,Yes,Credit card,76.99,538.93,No
Female,1,No,No,60,Yes,No,No,No,No,Yes,No,No,Yes,Two year,No,Electronic check,101.46,6087.6,Yes
Male,0,Yes,No,4,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,36.71,146.84,Yes
Female,1,Yes,No,25,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Mailed check,23.86,596.5,No
Female,0,Yes,No,16,No,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,75.87,1213.92,Yes
Male,0,Yes,No,65,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,89.72,5831.8,Yes
Male,0,Yes,No,50,Yes,No,DSL,No,No,Yes,No,Yes,Yes,One year,No,Bank transfer,75.59,3779.5,No
Male,0,Yes,No,46,Yes,No,Fiber optic,No,Yes,Yes,Yes,No internet service,No,Two year,Yes,Mailed check,56.37,2593.02,No
Female,1,No,No,39,No,Yes,DSL,No,No,Yes,No,No,Yes,One year,No,Credit card,92.27,3598.53,Yes
Female,0,Yes,No,26,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,113.02,2938.52,Yes
Male,0,No,No,39,Yes,No,DSL,No,No,No,No,No,Yes,One year,Yes,Mailed check,76.99,3002.61,No
Male,0,No,No,0,Yes,No,Fiber optic,No,Yes,No internet service,Yes,Yes,No,Month-to-month,No,Mailed check,37.04,0.0,Yes
Female,0,No,Yes,45,Yes,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,72.13,3245.85,Yes
Male,0,No,No,10,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,95.07,950.7,Yes
Female,1,No,No,38,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card,39.77,1511.26,Yes
Female,1,Yes,No,17,Yes,No,No,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card,64.35,1093.95,Yes
Male,0,Yes,No,46,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No,Yes,No,One year,No,Electronic check,86.85,3995.1,Yes
Male,1,Yes,No,20,Yes,Yes,Fiber optic,No,No internet service,No internet service,No,No,No internet service,One year,No,Mailed check,27.89,557.8,No
Male,1,Yes,No,27,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer,40.44,1091.88,Yes
Male,0,No,No,0,Yes,No,Fiber optic,No,No internet service,No,Yes,Yes,No,Month-to-month,No,Bank transfer,92.15,0.0,Yes
Female,0,No,No,13,Yes,No,Fiber optic,No,Yes,Yes,Yes,No internet service,No,Month-to-month,Yes,Electronic check,51.3,666.9,Yes
Female,1,No,Yes,19,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer,29.33,557.27,Yes
Female,0,Yes,No,44,Yes,No,Fiber optic,Yes,No,No,No,No internet service,No,Month-to-month,No,Electronic check,94.52,4158.88,Yes
Male,1,No,No,60,No,Yes,DSL,No,No,Yes,Yes,Yes,No,Two year,Yes,Mailed check,40.86,2451.6,No
Female,0,Yes,No,26,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Mailed check,30.25,786.5,No
Male,0,No,No,55,Yes,No,DSL,No,No,No,Yes,Yes,No internet service,One year,No,Mailed check,82.43,4533.65,No
Male,0,Yes,No,51,Yes,Yes,DSL,No internet service,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,111.02,5662.02,Yes
Male,0,Yes,Yes,67,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer,67.7,4535.9,Yes
Male,0,Yes,No,36,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,42.37,1525.32,Yes
Male,0,No,Yes,30,Yes,No,Fiber optic,No,No internet service,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,78.19,2345.7,Yes
Male,0,Yes,No,48,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,83.55,4010.4,Yes
Female,0,Yes,Yes,52,Yes,No,No,No internet service,No internet service,No,No internet service,Yes,Yes,Month-to-month,No,Bank transfer,113.79,5917.08,Yes
Male,0,No,No,38,Yes,No,DSL,No,Yes,No,No,No internet service,Yes,Month-to-month,No,Mailed check,116.83,4439.54,Yes
Female,1,No,No,9,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,54.29,488.61,Yes
Female,0,Yes,Yes,8,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,93.59,748.72,Yes
Male,0,No,No,12,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,106.1,1273.2,Yes
Male,0,Yes,Yes,17,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Bank transfer,83.74,1423.58,Yes
Male,0,Yes,Yes,11,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No internet service,Two year,Yes,Electronic check,105.12,1156.32,No
Female,0,Yes,No,71,Yes,Yes,Fiber optic,No,No,No internet service,No,No,Yes,One year,No,Mailed check,72.2,5126.2,No
Male,0,Yes,No,4,Yes,Yes,DSL,No internet service,No,No,No,No,No,Two year,Yes,Credit card,79.94,319.76,No
Female,0,Yes,Yes,6,Yes,Yes,DSL,Yes,No internet service,No,No,Yes,No,Month-to-month,No,Bank transfer,30.07,180.42,Yes
Male,0,No,No,14,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer,58.19,814.66,Yes
Male,0,Yes,No,66,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Bank transfer,21.39,1411.74,No
Female,1,No,Yes,17,Yes,No,DSL,No,No,No,Yes,Yes,No,One year,Yes,Mailed check,94.63,1608.71,No
Female,0,No,No,37,Yes,No,DSL,No,Yes,No internet service,No internet service,No,No,Two year,No,Electronic check,60.1,2223.7,No
Male,1,Yes,No,25,Yes,Yes,DSL,No,No,No,No internet service,Yes,No,Month-to-month,No,Credit card,109.88,2747.0,Yes
Female,1,Yes,No,37,Yes,Yes,Fiber optic,No,No,No,No internet service,No,Yes,Month-to-month,No,Electronic check,30.37,1123.69,Yes
Female,1,No,No,58,Yes,No,Fiber optic,No,No internet service,No,Yes,No,No,Month-to-month,Yes,Bank transfer,22.2,1287.6,Yes
Female,1,No,No,51,No,Yes,Fiber optic,Yes,No,Yes,No internet service,No,Yes,Two year,Yes,Electronic check,57.5,2932.5,No
Female,0,No,No,32,Yes,No,Fiber optic,No internet service,No,No,No,No,Yes,One year,Yes,Bank transfer,117.35,3755.2,Yes
Female,0,No,No,20,Yes,No,Fiber optic,No,No,No,No,Yes,No internet service,One year,No,Credit card,117.03,2340.6,Yes
Male,0,Yes,No,16,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,No,Credit card,87.97,1407.52,Yes
Male,0,No,Yes,61,Yes,Yes,No,Yes,No,Yes,No,No,No,One year,No,Mailed check,45.35,2766.35,No
Female,0,Yes,No,58,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer,68.04,3946.32,Yes
Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Mailed check,117.57,117.57,Yes
Male,1,No,No,63,Yes,No,DSL,No,No,No,No,No internet service,No,Month-to-month,No,Bank transfer,99.86,6291.18,Yes
Female,1,Yes,No,24,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,No internet service,No internet service,Yes,One year,No,Electronic check,86.81,2083.44,No
Male,0,Yes,No,40,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer,112.89,4515.6,Yes
Female,0,No,Yes,18,Yes,Yes,Fiber optic,Yes,No,No,No internet service,No,No,Month-to-month,Yes,Mailed check,89.48,1610.64,Yes
Female,1,Yes,No,37,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,49.55,1833.35,Yes
Male,0,Yes,Yes,24,Yes,No phone service,DSL,No,No,No internet service,No,No,No,One year,No,Electronic check,76.29,1830.96,No
Female,0,No,No,38,Yes,No phone service,Fiber optic,No,No,Yes,No,No,No,Two year,No,Credit card,46.74,1776.12,No
Female,0,No,No,3,Yes,No phone service,DSL,Yes,No internet service,No,No,No,No internet service,Two year,No,Bank transfer,76.7,230.1,No
Female,0,Yes,Yes,2,Yes,Yes,Fiber optic,No,No,No,Yes,No internet service,No,Two year,Yes,Bank transfer,116.18,232.36,No
Female,0,No,No,33,Yes,Yes,Fiber optic,No,No,No,No internet service,No,No,Two year,No,Credit card,70.61,2330.13,No
Female,1,No,No,9,Yes,Yes,DSL,Yes,No,Yes,No internet service,No,No,Month-to-month,Yes,Electronic check,70.61,635.49,Yes
Male,0,No,No,26,No,Yes,DSL,Yes,No internet service,No,No,No,Yes,One year,No,Credit card,48.31,1256.06,No
Male,0,No,Yes,0,Yes,Yes,DSL,Yes,Yes,Yes,No internet service,Yes,Yes,Month-to-month,No,Bank transfer,42.56,0.0,Yes
Female,0,No,No,43,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer,30.96,1331.28,Yes
Female,0,No,No,51,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer,86.14,4393.14,Yes
Male,1,Yes,No,24,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer,76.6,1838.4,Yes
Female,0,No,No,64,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No internet service,Yes,Two year,No,Bank transfer,71.5,4576.0,No
Male,0,Yes,No,10,Yes,Yes,DSL,Yes,No,No,No,Yes,No internet service,Two year,Yes,Electronic check,113.65,1136.5,Yes
Female,0,Yes,No,67,No,No,Fiber optic,No,No internet service,No,No,No,No,Month-to-month,Yes,Bank transfer,84.19,5640.73,Yes
Female,0,Yes,No,14,Yes,No,DSL,Yes,No,No internet service,No,Yes,No,Month-to-month,Yes,Bank transfer,56.03,784.42,Yes
Female,0,No,No,56,Yes,No,No,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,45.72,2560.32,Yes
Female,0,No,No,63,Yes,Yes,DSL,No internet service,No internet service,No,No,Yes,Yes,Month-to-month,No,Electronic check,67.65,4261.95,Yes
Female,0,No,No,10,Yes,No,Fiber optic,No,No,No,No,No internet service,Yes,Month-to-month,No,Mailed check,52.31,523.1,Yes
Female,0,Yes,No,19,Yes,Yes,No,No,No,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Mailed check,53.89,1023.91,Yes
Female,0,Yes,No,29,Yes,Yes,No,No,No,No,No,Yes,Yes,Two year,No,Electronic check,89.08,2583.32,Yes
Male,1,Yes,No,9,No,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer,49.03,441.27,Yes
Male,1,No,No,53,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,21.54,1141.62,Yes
Male,0,Yes,No,57,Yes,No phone service,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Electronic check,55.13,3142.41,No
Female,0,Yes,Yes,28,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Credit card,113.21,3169.88,Yes
Female,0,Yes,No,0,Yes,No,DSL,No,No,No,No,Yes,No,One year,No,Credit card,85.84,0.0,Yes
Female,1,No,Yes,57,Yes,Yes,Fiber optic,Yes,No internet service,No,No,No internet service,Yes,Month-to-month,Yes,Mailed check,71.6,4081.2,Yes
Female,0,No,Yes,20,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,64.15,1283.0,Yes
Female,0,No,Yes,14,Yes,No,Fiber optic,Yes,Yes,No,No internet service,Yes,Yes,One year,Yes,Electronic check,104.62,1464.68,No
Female,0,Yes,No,66,Yes,No phone service,Fiber optic,Yes,No internet service,No,No,Yes,No,One year,No,Credit card,32.37,2136.42,No
Female,0,Yes,No,32,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Electronic check,50.85,1627.2,No
Male,0,Yes,Yes,37,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,76.73,2839.01,Yes
Female,0,Yes,No,18,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,86.57,1558.26,Yes
Male,0,Yes,Yes,3,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer,51.88,155.64,Yes
Male,0,Yes,No,57,Yes,No,No,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,100.53,5730.21,Yes
Female,0,Yes,No,69,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer,51.97,3585.93,Yes
Female,0,Yes,Yes,11,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Electronic check,23.19,255.09,No
Male,0,Yes,Yes,16,Yes,No phone service,No,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Credit card,70.93,1134.88,Yes
Male,0,No,No,0,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Credit card,119.51,0.0,Yes
Female,1,No,No,13,Yes,Yes,No,No,No internet service,No,No internet service,No,No,Month-to-month,No,Mailed check,53.1,690.3,Yes
Female,0,No,Yes,1,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,51.58,51.58,Yes
Male,0,Yes,No,3,Yes,No phone service,Fiber optic,No,No,No,No,Yes,No,One year,No,Credit card,68.71,206.13,No
Female,0,Yes,No,65,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,No,Credit card,37.92,2464.8,No
Female,1,No,No,45,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer,80.18,3608.1,Yes
Female,0,Yes,No,49,Yes,Yes,Fiber optic,No,No,Yes,No,No internet service,No,Month-to-month,Yes,Mailed check,62.13,3044.37,Yes
Male,0,No,No,59,No,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Credit card,60.28,3556.52,Yes
Male,1,No,No,51,Yes,No,Fiber optic,No internet service,No,No internet service,No,Yes,Yes,Month-to-month,No,Bank transfer,90.21,4600.71,Yes
Male,0,No,No,47,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer,38.61,1814.67,Yes
Female,0,No,No,38,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Credit card,119.87,4555.06,Yes
Female,0,No,Yes,69,Yes,No phone service,Fiber optic,Yes,No,No,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer,74.74,5157.06,Yes
Male,0,No,No,59,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Credit card,37.84,2232.56,No
Male,1,Yes,Yes,29,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,28.29,820.41,Yes
Male,0,Yes,Yes,26,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Bank transfer,95.36,2479.36,No
Female,0,Yes,No,54,Yes,Yes,Fiber optic,Yes,No,No,No,No internet service,No,Month-to-month,Yes,Electronic check,43.06,2325.24,Yes
Male,0,Yes,No,69,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,Yes,Electronic check,94.0,6486.0,No
Male,0,Yes,Yes,25,Yes,Yes,Fiber optic,No internet service,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer,92.02,2300.5,Yes
Female,0,Yes,No,41,No,Yes,Fiber optic,No,No internet service,Yes,No,Yes,Yes,Two year,Yes,Mailed check,119.68,4906.88,Yes
Female,0,No,No,66,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Mailed check,28.92,1908.72,Yes
Female,0,Yes,No,66,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,75.05,4953.3,Yes
Male,0,Yes,Yes,51,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.7,4574.7,Yes
Female,0,Yes,No,5,No,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,39.27,196.35,Yes
Female,0,Yes,No,9,Yes,Yes,No,No,No internet service,No,No,No,No,Month-to-month,Yes,Bank transfer,97.79,880.11,Yes
Male,0,Yes,No,37,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,No,Mailed check,71.77,2655.49,No
Female,0,No,No,11,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Mailed check,57.33,630.63,No
Male,0,No,No,45,Yes,Yes,Fiber optic,No,No,No internet service,No,No,No,Month-to-month,Yes,Credit card,56.27,2532.15,Yes
Male,0,Yes,No,48,Yes,No,Fiber optic,No internet service,No internet service,No,No,No,No,One year,Yes,Mailed check,56.57,2715.36,No
Female,0,Yes,No,71,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card,97.49,6921.79,Yes
Female,0,Yes,No,62,Yes,Yes,DSL,No,No internet service,No,No,No,Yes,Month-to-month,No,Electronic check,116.07,7196.34,Yes
Female,0,No,No,68,No,Yes,DSL,No,No,No,No,No,No internet service,One year,Yes,Mailed check,85.6,5820.8,Yes
Female,1,Yes,Yes,42,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card,41.98,1763.16,Yes
Female,0,Yes,No,59,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer,32.12,1895.08,No
Female,0,Yes,No,28,Yes,No,Fiber optic,No internet service,Yes,No,No,No internet service,No,Month-to-month,No,Bank transfer,28.38,794.64,Yes
Male,0,No,Yes,10,Yes,No,No,No,No internet service,No internet service,No internet service,No,No,Month-to-month,Yes,Mailed check,76.46,764.6,Yes
Male,0,Yes,No,34,Yes,Yes,Fiber optic,No,Yes,No internet service,No,No,No,Month-to-month,Yes,Electronic check,108.8,3699.2,Yes
Female,0,No,No,22,Yes,No,No,No,No,No,No,No,Yes,Two year,No,Credit card,61.08,1343.76,No
Male,1,Yes,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,35.07,2489.97,Yes
Female,0,No,Yes,20,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer,64.48,1289.6,Yes
Male,0,No,No,36,Yes,No,Fiber optic,No,Yes,No internet service,Yes,No,No,Two year,Yes,Electronic check,99.36,3576.96,No
Male,0,Yes,No,27,Yes,No,DSL,No,No,Yes,Yes,No internet service,No,Two year,Yes,Bank transfer,97.86,2642.22,No
Male,0,Yes,No,57,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card,59.66,3400.62,Yes
Female,0,Yes,Yes,52,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Electronic check,68.11,3541.72,No
Male,0,Yes,No,27,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No internet service,Month-to-month,Yes,Credit card,83.12,2244.24,Yes
Female,0,No,No,41,Yes,No,DSL,No,No,No internet service,No,Yes,No,Month-to-month,Yes,Mailed check,71.22,2920.02,Yes
Male,0,Yes,No,60,Yes,No phone service,Fiber optic,No internet service,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer,44.32,2659.2,Yes
Male,0,No,Yes,32,Yes,Yes,Fiber optic,No,No internet service,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer,97.4,3116.8,Yes
Male,0,Yes,No,54,Yes,Yes,DSL,No,No,No internet service,Yes,No,No internet service,Month-to-month,Yes,Bank transfer,63.75,3442.5,Yes
Male,0,Yes,No,36,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,No,Yes,No,One year,No,Bank transfer,54.36,1956.96,No
Male,0,No,Yes,46,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,48.16,2215.36,Yes
Female,0,No,Yes,35,Yes,Yes,Fiber optic,No,No internet service,No internet service,Yes,Yes,No,Month-to-month,No,Bank transfer,107.8,3773.0,Yes
Female,1,Yes,Yes,27,Yes,No,Fiber optic,Yes,Yes,No internet service,Yes,No,Yes,Month-to-month,Yes,Bank transfer,49.83,1345.41,Yes
Male,0,Yes,Yes,9,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer,90.18,811.62,Yes
Male,1,Yes,No,22,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,50.1,1102.2,Yes
